,Twit,Tag,Num,Nombre
1683,"1h Agvnet CDU: Temp. 20.4 °C, Hum. 87 %, Bar. 1004.3 hPa, Lluvia 0 mm, Viento 8.6 km/h N #Weathercloud",0,64414,mechi
1684,@CamejoBrk Mmm como que hay tormenta para ir ahora. Mañana??,0,95037,mechi
1685,@vicugiancarelli Se nota que estás en modo abuela y no salís.. si llueve me mandas vos el helado por cagarme la salida jajajajajajajaja,0,7441,mechi
1686,Pocas veces me siento TAN adolescente como cuando llueve y no tengo paraguas,0,1004,mechi
1687,Complicaciones en la provincia de Buenos Aires por lluvias de variada intensidad. Fue el caso de Pehuajó donde ya se registraron acumulados oficiales por encima de los 100 mm. #AtentosalTiempo #SMN https://t.co/IDgZ4EDcqW,1,74024,mechi
1688,"Lluvia en 3,2,1 parece ser....
Ayer 47 de térmica. ... por ahí bien? 😨😨 https://t.co/Cj4LW7yXBO",1,96252,mechi
1689,Que cosa hermosa los días así y un café bien caliente para ver la lluvia desde la ventana,1,45211,mechi
1690,Sentí esos truenos 😴😻😻,1,14959,mechi
1691,dale lluvia hace lo tuyo,1,100003,mechi
1692,El pronóstico alertando tanto por la tormenta y acá todavía no pasó nada,1,9970,mechi
1693,@SMN_Cordoba Posibilidad de tormenta en poco tiempo?,0,81962,mechi
1694,"10h Agvnet CDU: Temp. 23.1 °C, Hum. 96 %, Bar. 998.2 hPa, Lluvia 1.5 mm, Viento 15.8 km/h SE #Weathercloud",0,250,mechi
1695,Ojalá esta tormenta pase rápido 🙏,1,94573,mechi
1696,"Y después, la tormenta. 
#rayos #tormenta #noche #nikond7100 https://t.co/30Vs7ocU78",0,68843,mechi
1697,Me pueden explicar porque le tengo tanto miedo a las tormentas? Necesito abrazar a alguien..re sad.,0,71968,mechi
1698,Amor eterno a los días de lluvia 💚,1,68324,mechi
1699,"@CandeLujan16 Mal waso, igual si puedo ir antes de las 7:30 voy, pero onda si ya no está inundado, cosa que no creo",0,12022,mechi
1700,Lluvia hacete presente,0,85432,mechi
1701,"Segundo día en esta ciudad, a pura lluvia &amp; viento. Y yo con una valija llena de musculosas, sandalias, soleros y shorts. 😒 Nunca un buzo. Siempre tan visionaria.... #cansadadetriunfar 😆 https://t.co/qU3uF5qEsm https://t.co/94aIaKMSQ1",1,39877,mechi
1702,manejar con lluvia 💕,1,97506,mechi
1703,No dejas que nadie te diga que hoy es un día de lluvia,0,49036,mechi
1704,De los truenos jujuju,0,35162,mechi
1705,"No vas a “quemar” mas grasa por salir a correr al mediodía al rayo del sol con 40 grados. Lo único que vas a lograr es deshidratarte, cagarte de calor, dolor de cabeza y más fatiga. No sean enfermos",1,42694,mechi
1706,"querés mirar la lluvia de estrellas  de las 2 am en la terraza de mi casa , mientras prendemos uno? 

Enviar.",0,67311,mechi
1707,Nos agarró la lluvia en el centro😅,1,35564,mechi
1708,Otra tormenta en mi cabeza hace que no pueda parar de pensar,0,62197,mechi
1709,LLUVIA DE MIERDAAAA,1,73768,mechi
1710,Dormir con lluvia 😍💆‍♀️,1,14448,mechi
1711,Está chequeado que yo tengo que ir a rendir con esta lluvia?,1,56046,mechi
1712,Que hermosa lluvia para dormir con vos...,1,53203,mechi
1713,Lluvia ❤️,1,101080,mechi
1714,¡¡ESTA NOCHE LLUVIA DE ESTRELLAS!!,0,79036,mechi
1715,Esta para que llueve,1,48999,mechi
1716,"En 3,2,1 LARGATE LLUVIA HIJA DE PUTA",1,48288,mechi
1717,Y LA LLUVIA????,1,48286,mechi
1718,"18h Agvnet CDU: Temp. 27.9 °C, Hum. 53 %, Bar. 1001.3 hPa, Lluvia 0.3 mm, Viento 6.1 km/h SE #Weathercloud",0,54286,mechi
1719,Dia de lluvia!!! Dia ideal para darte una vuelta por feria del litoral!! 🌧😉 Un montón de locales bajo techo para que puedas disfrutar de un paseo en familia!!! Te mostramos algunas opciones de juguetes que vas a poder encontrar para los más peques!! 😀,1,1462,mechi
1720,"Me acaba de decir mi hermana que cuando llegue a mi casa, la que se hace llamar mamá me metió abajo de la lluvia helada porque estaba chupada..",0,107690,mechi
1721,"Cómo me rompe los huevos que porque ellos estén en auto , pasen y  les importe si te mojan o no . En día de lluvia ! Pelotudos egoístas !",1,26342,mechi
1722,"8h ClimaRafaela: Temp. 14 °C, Hum. 87 %, Bar. 1002.5 mbar, Lluvia 0 mm, Viento 14.8 km/h SO #Weathercloud",0,47491,mechi
1723,¿Lluvias y tormentas para el inicio de la semana? https://t.co/BtmlbmuOuw https://t.co/UBfqpcV0hF,1,2032,mechi
1724,"Hace 3 días me viene indicando lluvia en el pronóstico del celular, hasta la la lluvia nos robaron! HDP! que asco de humedad !!!!!!",1,80012,mechi
1725,Al menos hasta enero se mantendría la tendencia con lluvias por encima de lo normal - (https://t.co/eCtTVuDbPn),1,62390,mechi
1726,"Los pueblos afectados por las lluvias en Málaga, Sevilla y Cádiz, declarados zona de emergencia
https://t.co/NvVgQeewZx",1,18456,mechi
1727,@Yamii_RA_ Llegue mas rapido que rayo mcqueen,0,105252,mechi
1728,"@Gina_Ghia Y Argentina duerme espera el cambio,vamos por buen camino, las lluvias y las tormentas .Hipócritas,mentirosos vende patria 😡😡😡😡😡",0,85103,mechi
1729,"#Pronóstico #Córdoba Lunes: Mínima: 15°C/Máxima: 22°C, Tormentas, Prob. lluvias 100%; Martes: Mínima: 11°C/Máxima: 24°C, Soleado, Prob. lluvias 100% . Hora: 07:00:03 #ClimaCordoba",0,21928,mechi
1730,"Está cayendo un pequeño granizo , traigan fernet",1,71964,mechi
1731,me voy a dormir con el ruido de la lluvia chau,1,22284,mechi
1732,Pa loco que manera de sufrir ni me quiero imaginar los hinchas que fueron hasta la Bombonera y que la lluvia te lo suspenda querés matar a la lluvia de MIERDA,1,7902,mechi
1733,"Hijos de puta los que en los días de lluvia, pasan en auto rápido y por la orilla y mojan al pobre pelotudo que va a pata.",0,25355,mechi
1734,"10h ClimaRafaela: Temp. 14 °C, Hum. 85 %, Bar. 1003 mbar, Lluvia 0 mm, Viento 14.8 km/h SO #Weathercloud",0,47498,mechi
1735,Justo hoy tenía que haber tormenta lpm,1,96887,mechi
1736,Si no llueve hoy que quilombo se va a armar,0,104859,mechi
1737,BASTA @LLUVIA,0,22464,mechi
1738,Sos el amor de mi vida honda tornado lastima que nunca te voy a tener 💔,0,19195,mechi
1739,"@RominaSposetti Genia idola crack, pq voy a estar apuntado por rayos lasers toda la noche",0,68611,mechi
1740,Cosas lindas y estar acostado escuchando cómo llueve,1,32285,mechi
1741,"hace 15 minutos que Facundo debería estar en casa y todavía no llegó, por la tormenta. 
acompáñenme a ver esta triste historia.",1,101623,agus
1742,"Perdon eh, pero si suspenden una final épica, por lluvia, se tienen que ir todos a la mierda, si hay algo que le hace bien al fútbol, es que no se vea ni bosta x el agua...",1,9656,agus
1743,"Justo cuando tengo que ir a trabajar llueve con todo, pasama un IP 😢",1,40477,agus
1744,"escuchaba un ruidito pero por la lluvia no me daba cuenta de que era, un poco más y explotaba la pava",1,26922,agus
1745,"#VillaMaria 23:59 hs | Temp 26.7°C Min=20.1°C (03:48) Max=33.0°C (15:03) | Hum.75 | Viento 5.0 km/h N, Pres.982.7 hpa Lluvia   0.0 mm",0,82458,agus
1746,No tiene sentido la lluvia si no tienes nadie con quien conchear🤣,1,48390,agus
1747,hay algo más lindo que dormir con lluvia?,0,34128,agus
1748,#Argentina : Ballesteros: Tambo derrumbado por la fuerte tormenta de la madrugada - https://t.co/TDjCvA1Op4 https://t.co/9Zkm5JldLz,1,19342,agus
1749,"@AndaneseGladys Hola buen día Polaca , todo lindo menos,  la lluvia 3 días van
Abrazo , te sigo en esta cuenta 
La OTRA , UFFFFF😎😂😂😂😂",1,51928,agus
1750,Che y la lluvia? Lpm,0,9292,agus
1751,@younpjae bueno ahora SE NUBLO capaz si hiciste la danza de la lluvia,1,3902,agus
1752,Que cosa de bien los truenos,1,72592,agus
1753,"Alguien ve América? Ahí tienen todos los pelotudos que aman la lluvia.. Porque viven en un lugar que no sufren inundaciones, no pierden las pocas cosas materiales que tienen, no mueren ahogados como el bebé de 8 meses, no tienen que dormir en colchones mojados, abran los ojos.",0,20441,agus
1754,"Un sábado de esos que la tormenta hace especial, que uno quiera dormir con piernas 🙈",1,3584,agus
1755,La tormenta hdp esta caga todo,1,61259,agus
1756,Lluvia en la siesta https://t.co/HxEx0FKNSq,1,20161,agus
1757,Con esta lluvia re da para dormir con vos,1,16037,agus
1758,"Domingo, lluvia, la casa de papel y block ❤️❤️❤️❤️",1,35281,agus
1759,"@_charlycardozo @gongor1971 @Calivillalonga Charly, ¿vos sabés que en una tormenta  cayó un eucalipto de la Rural y mató a dos nenes?
Política de las miserias humanas.",1,56283,agus
1760,El viento ruge y hay tormenta en mi interior,0,79373,agus
1761,cuando veo un relámpago que ilumina todo y después suena un trueno despacito es como aaaa alta decepción yo quería un trueno,1,34565,agus
1762,Demasiada lluvia para mí gusto 😔,1,24127,agus
1763,Miren como llueve y yo con mis amigas 🙄,1,45136,agus
1764,"Bueno, me canso la lluvia",1,29935,agus
1765,"La lluvia desnuda la enorme deuda social de la ciudad de Rosario con sus habitantes. La urbanización de los barrios populares debe ser hoy una prioridad. Mientras tanto, además de la asistencia, se necesitan centros de evacuados para las situaciones más graves. @MonicaFein https://t.co/nxv7iS2cli",1,20722,agus
1766,@BauVinoles Me metí a la pileta con tormenta eléctrica y sigo vivo,1,98133,mechi
1767,Lo que llueve culiauuuuu,1,12965,mechi
1768,que buena lluvia loco,1,77581,mechi
1769,Aaaa la lluvia es lo mas lindo que hay😍,0,34540,mechi
1770,A POR DIOS CON ESOS RAYOS Y ESOS TRUENOS ESTOY MÁS QUE DESMAYADA. LLAMEN A MI VIEJA,1,78736,mechi
1771,Las tormentas son temporales pero la bendición de Dios es para siempre,0,57651,mechi
1772,"Me voy a dormir temprano, antes que pare la lluvia, nada mas lindo dormir así",1,58631,mechi
1773,Maestro ...  granizo destructivo acá no hubo. Lo que si tenemos en Sunchales es el burro de Peruso donde podes pasar hacerte .... https://t.co/1O55jAN7EI,0,11761,mechi
1774,Uh trueno estas mas fuerte que patada de allanamiento,0,35013,mechi
1775,"Algun dia voy a tener un novio para dormir juntos los días de lluvia, pero al paso que vamos me pa que me voy a quedar con mis amigas jaja🙌",0,29236,mechi
1776,"🌦 #Rosario Este es el pronóstico del tiempo extendido para este fin de semana previo a la fiesta de Año Nuevo 🌧 @mnsaldivar especialista en meteorología de  📻 @laochoam830  anticipa cómo estará el tiempo en los próximos días 
https://t.co/UtXBi6J9DW",1,104227,mechi
1777,@RelampagoEdu trueno continuo y comienza la lluvia... sudeste cba Ordóñez se viene del sur https://t.co/I4t3RCssvG,1,6859,mechi
1778,Te salvaste que no te llegue este mensaje sino te agarraba el tornado https://t.co/6HZAxBMrSB,0,72928,mechi
1779,"Son las 8 AM y el pronóstico anticipa para CAba y GBA cielo nublado con probabilidad de lluvias aislada y vientos del SE con ráfagas. Por la tarde noche, cielo nublado con vientos del SE, rotando al E. MIN 16°, MAX 23° #BuenMartes",1,83531,mechi
1780,Ahorrense los tweets sobre la lluvia la re concha de sus madres mogolicos de mierda,0,7433,mechi
1781,"@FernandoTosetti @ArielJob Yo estoy en Rosario, la tormenta fue algo impresionante, por supuesto las bocas de tormenta tapadas, el socialismo es una garcha pero la culpa es de la gente que es mugrienta y abandonada, fue casi sobrenatural, nunca vi tormenta con tanta violencia.",1,99177,mechi
1782,"6h Agvnet CDU: Temp. 18.4 °C, Hum. 85 %, Bar. 1005.9 hPa, Lluvia 0 mm, Viento 5 km/h NO #Weathercloud",0,42117,mechi
1783,Ya nose si estar contento porque llueve y refresca o estar mal porque llueve y no se puede hacer nd 🤦‍♂️,1,94971,mechi
1784,Alguien me quiere acompañar a ver la tormenta? O soy el único con problemitas?,0,97210,mechi
1785,linda tarde para estar acostado mirando como llueve escuchando system of down,1,17977,mechi
1786,"14h ClimaRafaela: Temp. 30.4 °C, Hum. 31 %, Bar. 997.2 mbar, Lluvia 0 mm, Viento 13.7 km/h N #Weathercloud",0,38303,mechi
1787,Que cosa hermosa dormir con lluvia!,0,90348,mechi
1788,"No hay lluvia que pueda parar esta pasión... Hoy más que nunca. Abriendo el Coloso.
¡Newell's, Carajo!
#HoyJuegaNewells 
#HoyHayQueGanarRojinegro 
#Newells🔴⚫ #newellsoldboys https://t.co/BqfILcVxK4",0,54919,mechi
1789,"Ricardo Giacosa, desde #Josefina: “En lo que va del mes cayeron 286 mm de lluvia en la zona, y un total de 771 mm. en el año.” https://t.co/uBffJNcpoG",1,67418,mechi
1790,Lo único que me hace dar cuenta de que estamos en diciembre es el olor al pasto cortados. Clima y demás cosas te la debo. Igual gracias Thor dios del trueno,0,62643,mechi
1791,ME CAYO UN RAYO AL LADO CASI ME DA UN CARO PARDIACO,1,100349,mechi
1792,Qué lindo cómo llueve 😍,1,61315,mechi
1793,"#VillaMaria 21:00 hs | Temp 25.3°C Min=17.5°C (01:34) Max=32.4°C (18:27) | Hum.56 | Viento 1.1 km/h N, Pres.985.3 hpa Lluvia   9.0 mm",0,54389,mechi
1794,Que Hermosura El Ruido De Los Truenos o Rayos Unas ganas de Que Me Parta Uno⛈😍,0,28751,mechi
1795,"Mí vieja piensa que estoy loco porque salí al patio a ver si por esas casualidades se veía la lluvia de estrellas, ustedes bien?",0,88531,mechi
1796,"#AHORA MARCOS ESCAJADILLO, secretario de Protección Civil provincial - SITUACIÓN EN LA PROVINCIA POR LAS INTENSAS LLUVIAS #NoticieroCentral @Radio_UNR @LisandroLeoni",1,20387,mechi
1797,"Queres venir a ver la lluvia de estrellas con 1k de helado?

💫enviar💫",0,80649,mechi
1798,"Todo bien con la lluvia, pero no puedo salir de casa y me estoy aburriendo 😒",1,46743,mechi
1799,"11h Agvnet CDU: Temp. 30.1 °C, Hum. 61 %, Bar. 994.3 hPa, Lluvia 0 mm, Viento 7.2 km/h ENE #Weathercloud",0,89313,mechi
1800,"Hace toda la semana que espero para tomar sol con Karen. Llueve, tengo mucho sueño o ESTÁ NUBLADO TODO EL DÍA. 😤",0,57926,mechi
1801,"@iaru_stinga AGARRA TU RELAMPAMIGO Y CANTA ESTA CANCIÓN!
PUTO TRUENO, TE VOY A COGER✊🏻",0,18440,mechi
1802,"Y otra cosa mejor que la lluvia, ella 🐕💜. https://t.co/eCi3optNyE",0,3436,mechi
1803,"Con casi 300 mm, Merlo fue la zona que más lluvias acumuló durante noviembre.
Más información ➡️ https://t.co/CRTXkSXjfo https://t.co/DcBqGaWGTQ",1,59522,mechi
1804,Bueno creo que cayó un rayo en mi patio mas o menos.,1,33345,mechi
1805,No estés sola en esta lluvia! 🎶🎧,0,56445,mechi
1806,perdi el celu en la lluvia eso por ir de la guacha esa,0,74355,mechi
1807,"El cielo está cansado ya de ver
La lluvia caer
Y cada día que pasa es uno más
Parecido a ayer
No encuentro forma a alguna de
Olvidarte porque
Seguir amándote es inevitable https://t.co/hrPK1w3RyO",0,10774,mechi
1808,Que buena tormenta para dormir toda la tarde,1,44664,mechi
1809,"Adivinen quién se va a dormir TERRIBLE siesta con esta hermosa lluvia? Si, yo.",1,51632,mechi
1810,La lluvia nunca está de más,0,56953,mechi
1811,"Me cague de calor toda la mañana llego a mi casa y llueve, Sos joda?",1,44978,mechi
1812,Jugadores del rayo Vallecano la patada más baja tiene que ser a la altura del cuello gracias,0,88328,mechi
1813,"Seguro para la lluvia de estrellas está nublado acá
Como siempre",0,59630,mechi
1814,"Hanna no le tiene miedo a las bombas (solo se enoja porque sufre de otitis) y cuando hay tormentas QUIERE SALIR AFUERA (pero no le gusta mojarse). Si, tengo la perra más contradictoria que hay.",0,65177,mechi
1815,"Un amigo me invitó a tomar  teres a la siesta, fui a la casa en el rayo del sol y el loco estaba re cara de orto, terminé tomando mates con la mamá y hablando al pedo hasta hace un rato",0,88223,mechi
1816,Por Favor tormenta no me cortes la luz🙏🏻🙏🏻,1,14995,mechi
1817,"#Donaciones
Nuestros compañero@s de la ciudad de San Justo están ayudando a los vecinos afectados por las lluvias. Desde @RBarriosdepie vamos a realizar una campaña provincial de donaciones para las familias afectadas en las distintas localidades de nuestra provincia. https://t.co/hyQtybkKZE",0,19991,mechi
1818,Odio tanto las tormentas 😢,0,65756,mechi
1819,Quería acampar mañana pero seguro llueve,0,105736,mechi
1820,@MatyBouchet Bueno ahora una ayudita para los del año que viene: Haganlo en noviembre así no les llueve porque hace varios años que venimos con mal clima jaj,0,94920,mechi
1821,Ni la lluvia los detiene....Felices en @#CarlosPaz #6WilliamMorris https://t.co/a3tsObls5h,0,36312,mechi
1822,A ver si la lluvia deja de dar tanta vuelta,0,4567,mechi
1823,"Me puedo morir en paz, ya vi una lluvia de estrellas",0,72611,mechi
1824,Hace minutos vecinos captaron a través de una fotografía un mini tornado que tocó tierra en inmediaciones del Aero Club San Francisco. Este fenómeno es propiciado por un sistema de baja presión que forma nubes con base baja y que generan este tipo de embudos. 🌧💨 https://t.co/j98eTWxqbb,0,55702,mechi
1825,Mi cama y esta lluvia un solo ❤,1,91853,mechi
1826,Hasta cuándo lluvia y la re calcada concha de tu puta hermana,1,30823,mechi
1827,"@Rob20204 jaja tampoco es tan grande como para nadar!! pero alivia cuando llega el calor!.. de todos modos acá en Cba, un dia de calor, y ya viene tormenta..",0,65966,mechi
1828,"Que lindo mi domingo, mi mamá paseando en el auto con su chongo bajo la lluvia y yo comiendo papitas mientras veo la serie 👍🏾",1,34694,mechi
1829,Esta lluvia y no estamos juntos???? Ahre,1,76348,mechi
1830,Con mi grupo ya organizamos para cenar en la casa de una amiga y ver la lluvia juntxs https://t.co/C7ClosAjyY,0,59922,mechi
1831,La lluvia se ve genial desde mi ventana,1,94951,mechi
1832,"0h Agvnet CDU: Temp. 20.7 °C, Hum. 86 %, Bar. 1004.6 hPa, Lluvia 0.3 mm, Viento 5 km/h E #Weathercloud",0,64392,mechi
1833,"Todo bien amo la lluvia PERO HERMANO TENGO PIANO HOY no querías llover no se, una hora mas tarde lpm",1,63410,mechi
1834,"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 18.5°C
H: 82%
ST: 18.5°C
P: 1010.6hPa
Lluvia hoy: 0.0mm.",0,54888,mechi
1835,Hermosa lluvia para que vengas a dormir conmigo♥,1,49869,mechi
1836,Jueguen con lluvia y caguense a patadas. Gracias,1,9161,mechi
1837,Casi 1 hora caminando en el rayo del sol dioss,1,3347,mechi
1838,"El verano ya se palpita. Después de una semana con un temporal de lluvia y viento, el mal tiempo es historia

https://t.co/DSd2eCQkot",0,38721,mechi
