MSJ;TAG;NUN;USER;WHO;msj_norm
@RominaSposetti Genia idola crack, pq voy a estar apuntado por rayos lasers toda la noche;0;68611.0;1267107211.0;mechi; genia idola crack  pq voy estar apuntado rayos lasers toda noche 
Cosas lindas y estar acostado escuchando como llueve;1;32285.0;4063077555.0;mechi;cosas lindas estar acostado escuchando como llueve 
"hace 15 minutos que Facundo debería estar en casa y todavía no llego, por la tormenta. 
acompañenme a ver esta triste historia.";1;101623.0;274228502.0;agus;hace    minutos facundo deberia estar casa todavia no llego  tormenta  acompañenme ver triste historia  
Perdon eh, pero si suspenden una final epica, por lluvia, se tienen que ir todos a la mierda, si hay algo que le hace bien al fútbo, es que no se vea ni bosta x el agua...;1;9656.0;3011042909.0;agus;perdon eh  pero si suspenden final epica  lluvia  tienen ir todos mierda  si hay algo hace bien futbo  no vea ni bosta agua    
Justo cuando tengo que ir a trabajar llueve con todo, pasama un IP 😢;1;40477.0;182019825.0;agus;justo cuando tengo ir trabajar llueve con todo  pasama ip  \U0001f622 
escuchaba un ruidito pero por la lluvia no me daba cuenta de qué era, un poco más y explotaba la pava;1;26922.0;284580996.0;agus;escuchaba ruidito pero lluvia no daba cuenta era  poco mas explotaba pava 
No tiene sentido la lluvia si no tenes nadie con quien conchear🤣;1;48390.0;7.261763615896945e+17;agus;no tiene sentido lluvia si no tenes nadie con quien conchear \U0001f923 
hay algo más lindo que dormir con lluvia?;0;34128.0;935680526.0;agus;hay algo mas lindo dormir con lluvia  
#Argentina : Ballesteros: Tambo derrumbado por la fuerte tormenta de la madrugada - https://t.co/TDjCvA1Op4 https://t.co/9Zkm5JldLz;1;19342.0;93861774.0;agus; argentina   ballesteros  tambo derrumbado fuerte tormenta madrugada     
"@AndaneseGladys Hola buen día Polaca , todo lindo menos,  la lluvia 3 días van
Abrazo , te sigo en esta cuenta 
La OTRA , UFFFFF😎😂😂😂😂";1;51928.0;8.062880147543818e+17;agus; hola buen dia polaca   todo lindo menos  lluvia   dias van abrazo   sigo cuenta otra   ufffff \U0001f60e \U0001f602 \U0001f602 \U0001f602 \U0001f602 
Che y la lluvia? Lpm;0;9292.0;7.245927286889636e+17;agus;che lluvia  lpm 
@younpjae bueno ahora SE NUBLO capaz si hiciste la danza de la lluvia;1;3902.0;1.0226621464659804e+18;agus; bueno ahora nublo capaz si hiciste danza lluvia 
Que cosa de bien los truenos;1;72592.0;1419891097.0;agus;que cosa bien truenos 
Alguien ve America? Ahí tienen todos los pelotudos que aman la lluvia.. Porque viven en un lugar que no sufren inundaciones, no pierden las pocas cosas materiales que tienen, no mueren ahogados como el bebé de 8 meses, no tienen que dormir en colchones mojados, abran los ojos.;0;20441.0;583104970.0;agus;alguien ve america  ahi tienen todos pelotudos aman lluvia   porque viven lugar no sufren inundaciones  no pierden pocas cosas materiales tienen  no mueren ahogados como bebe   meses  no tienen dormir colchones mojados  abran ojos  
Un sábado de esos que la tormenta hace especial, que uno quiera dormir con piernas 🙈;1;3584.0;631652740.0;agus;un sabado esos tormenta hace especial  uno quiera dormir con piernas  \U0001f648 
La tormenta hdp esta caga todo;1;61259.0;1.0665086188607652e+18;agus;la tormenta hdp caga todo 
Lluvia en la siesta https://t.co/HxEx0FKNSq;1;20161.0;747845484.0;agus;lluvia siesta  
Con esta lluvia re da para dormir con vs;1;16037.0;7.720632369885676e+17;agus;con lluvia dormir con vs 
Domingo, lluvia, la casa de papel y block ❤️❤️❤️❤️;1;35281.0;1.0313380325054669e+18;agus;domingo  lluvia  casa papel block  \u2764  \u2764  \u2764  \u2764  
"@_charlycardozo @gongor1971 @Calivillalonga Charly, ¿vos sabés que en una tormenta  cayó un eucalipto de la Rural y mató a dos nenes?
Política de las miserias humanas.";1;56283.0;62343299.0;agus;   charly  sabes tormenta cayo eucalipto rural mato dos nenes  politica miserias humanas  
El viento ruge y hay tormenta en mi interior;0;79373.0;3480630743.0;agus;el viento ruge hay tormenta interior 
cuando veo un relámpago que ilumina todo y después suena un trueno despacito es como aaaa alta decepción yo quería un truenaso;1;34565.0;819579954.0;agus;cuando veo relampago ilumina todo despues suena trueno despacito como aaaa alta decepcion yo queria truenaso 
Demasiada lluvia para mí gusto 😔;1;24127.0;2602842758.0;agus;demasiada lluvia gusto  \U0001f614 
Miren como llueve y yo con mis amigas 🙄;1;45136.0;1638546024.0;agus;miren como llueve yo con mis amigas  \U0001f644 
Bueno, me canso la lluvia;1;29935.0;2169960134.0;agus;bueno  canso lluvia 
La lluvia desnuda la enorme deuda social de la ciudad de Rosario con sus habitantes. La urbanización de los barrios populares debe ser hoy una prioridad. Mientras tanto, además de la asistencia, se necesitan centros de evacuados para las situaciones más graves. @MonicaFein https://t.co/nxv7iS2cli;1;20722.0;51753954.0;agus;la lluvia desnuda enorme deuda social ciudad rosario con habitantes  urbanizacion barrios populares debe ser hoy prioridad  mientras tanto  ademas asistencia  necesitan centros evacuados situaciones mas graves    
@BauVinoles Me metí a la pileta con tormenta eléctrica y sigo vivo;1;98133.0;7.351940881027236e+17;mechi; meti pileta con tormenta electrica sigo vivo 
Lo que llueve culiauuuuu;1;12965.0;9.984065583368684e+17;mechi;lo llueve culiauuuuu 
que buena lluvia loco;1;77581.0;9.994457617954611e+17;mechi;que buena lluvia loco 
Aaaa la lluvia es lo mas lindo que hay😍;0;34540.0;1.0533598216159805e+18;mechi;aaaa lluvia mas lindo hay \U0001f60d 
A POR DIOS CON ESOS RAYOS Y ESOS TRUENOS ESTOY MÁS QUE DESMAYADA. LLAMEN A MI VIEJAAAAAAA;1;78736.0;1.003646894478889e+18;mechi;a dios con esos rayos esos truenos estoy mas desmayada  llamen viejaaaaaaa 
Las tormentas son temporales pero la bendición de Dios es para siempre;0;57651.0;276675676.0;mechi;las tormentas temporales pero bendicion dios siempre 
Me voy a dormir temprano, antes que pare la lluvia, nada mas lindo dormir así;1;58631.0;9.313208063527485e+17;mechi;me voy dormir temprano  antes pare lluvia  nada mas lindo dormir asi 
Maestro ...  granizo destructivo aca no hubo. Lo que si tenemos en Sunchales es el burro de Peruso donde podes pasar hacerte .... https://t.co/1O55jAN7EI;0;11761.0;627848448.0;mechi;maestro     granizo destructivo aca no hubo  si tenemos sunchales burro peruso donde podes pasar hacerte       
Uh trueno estas mas fuerte que patada de allanamiento;0;35013.0;3086548437.0;mechi;uh trueno estas mas fuerte patada allanamiento 
Algun dia voy a tener un novio para dormir juntos los dias de lluvia, pero al paso que vamos me pa que me voy a quedar con mis amigas jaja🙌;0;29236.0;7.804879233261486e+17;mechi;algun dia voy tener novio dormir juntos dias lluvia  pero paso vamos pa voy quedar con mis amigas  
"🌦 #Rosario Este es el pronóstico del tiempo extendido para este fin de semana previo a la fiesta de Año Nuevo 🌧 @mnsaldivar especialista en meteorología de  📻 @laochoam830  anticipa cómo estará el tiempo en los próximos días 
https://t.co/UtXBi6J9DW";1;104227.0;179990537.0;mechi; \U0001f326  rosario pronostico tiempo extendido fin semana previo fiesta año nuevo  \U0001f327  especialista meteorologia  \U0001f4fb  anticipa como estara tiempo proximos dias  
@RelampagoEdu trueno continuo y comienza la lluvia... sudeste cba Ordóñez se viene del sur https://t.co/I4t3RCssvG;1;6859.0;170050131.0;mechi; trueno continuo comienza lluvia    sudeste cba ordoñez viene sur  
Te salvaste que no te llegue este mensaje sino te agarraba el tornado https://t.co/6HZAxBMrSB;0;72928.0;7.057996478692024e+17;mechi;te salvaste no llegue mensaje sino agarraba tornado  
Son las 8 AM y el pronóstico anticipa para CAba y GBA cielo nublado con probabilidad de lluvias aislada y vientos del SE con ráfagas. Por la tarde noche, cielo nublado con vientos del SE, rotando al E. MIN 16°, MAX 23° #BuenMartes;1;83531.0;596251460.0;mechi;son   am pronostico anticipa caba gba cielo nublado con probabilidad lluvias aislada vientos con rafagas  tarde noche  cielo nublado con vientos  rotando e  min    \   max    \   buenmartes 
Ahórrense los tweets sobre la lluvia la re concha de sus madres mogolicos de mierda;0;7433.0;388005110.0;mechi;ahorrense tweets sobre lluvia concha madres mogolicos mierda 
@FernandoTosetti @ArielJob Yo estoy en Rosario, la tormenta fue algo impresionante, por supuesto las bocas de tormenta tapadas, el socialismo es una garcha pero la culpa es de la gente que es mugrienta y abandonada, fue casi sobrenatural, nunca vi tormenta con tanta violencia.;1;99177.0;2437949955.0;mechi;  yo estoy rosario  tormenta fue algo impresionante  supuesto bocas tormenta tapadas  socialismo garcha pero culpa gente mugrienta abandonada  fue casi sobrenatural  nunca vi tormenta con tanta violencia  
Ya nose si estar contento por que llueve y refresca o estar mal por que llueve y no se puede hacer nd 🤦‍♂️;1;94971.0;1689368222.0;mechi;ya nose si estar contento llueve refresca estar mal llueve no puede hacer nd  \U0001f926 \u200d \u2642  
Alguien me quiere acompañar a ver la tormenta? O soy el único con problemitas?;0;97210.0;563323381.0;mechi;alguien quiere acompañar ver tormenta  unico con problemitas  
linda tarde para estar acostado mirando como llueve escuchando system of down;1;17977.0;7.47203777455874e+17;mechi;linda tarde estar acostado mirando como llueve escuchando system of down 
Que cosa hermosa dormir con lluvia!;0;90348.0;1.0271533402648535e+18;mechi;que cosa hermosa dormir con lluvia  
"No hay lluvia que pueda parar esta pasión... Hoy más que nunca. Abriendo el Coloso.
¡Newell's, Carajo!
#HoyJuegaNewells 
#HoyHayQueGanarRojinegro 
#Newells🔴⚫ #newellsoldboys https://t.co/BqfILcVxK4";0;54919.0;386905942.0;mechi;no hay lluvia pueda parar pasion    hoy mas nunca  abriendo coloso  newell  carajo   hoyjueganewells  hoyhayqueganarrojinegro  newells \U0001f534 \u26ab  newellsoldboys  
Ricardo Giacosa, desde #Josefina: “En lo que va del mes cayeron 286 mm de lluvia en la zona, y un total de 771 mm. en el año.” https://t.co/uBffJNcpoG;1;67418.0;7.52891759760384e+17;mechi;ricardo giacosa  desde  josefina   \u201cen va mes cayeron     lluvia zona  total      año  \u201d  
Lo único que me hace dar cuenta de que estamos en diciembre es el olor al pasto cortados. Clima y demás cosas te la debo. Igual gracias Thor dios del trueno;0;62643.0;3431554689.0;mechi;lo unico hace dar cuenta estamos diciembre olor pasto cortados  clima demas cosas debo  igual gracias thor dios trueno 
ME CAYO UN RAYO AL LADO CASI ME DA UN CARO PARDIACO;1;100349.0;813581478.0;mechi;me cayo rayo lado casi caro pardiaco 
Qué lindo cómo llueve 😍;1;61315.0;3098001347.0;mechi;que lindo como llueve  \U0001f60d 
Que Hermosura El Ruido De Los Truenos o Rayos Unas ganas de Que Me Parta Uno⛈😍;0;28751.0;9.593180097591501e+17;mechi;que hermosura ruido truenos rayos unas ganas parta uno \u26c8 \U0001f60d 
Mí vieja piensa que estoy loco porque salí al patio a ver si por esas casualidades se veía la lluvia de estrellas, ustedes bien?;0;88531.0;563323381.0;mechi;mi vieja piensa estoy loco porque sali patio ver si esas casualidades veia lluvia estrellas  ustedes bien  
#AHORA MARCOS ESCAJADILLO, secretario de Protección Civil provincial - SITUACIÓN EN LA PROVINCIA POR LAS INTENSAS LLUVIAS #NoticieroCentral @Radio_UNR @LisandroLeoni;1;20387.0;358219165.0;mechi; ahora marcos escajadillo  secretario proteccion civil provincial   situacion provincia intensas lluvias  noticierocentral   
"Queres venir a ver la lluvia de estrellas con 1k de helado?

💫enviar💫";0;80649.0;1929076321.0;mechi;queres venir ver lluvia estrellas con  k helado   \U0001f4abenviar \U0001f4ab 
Todo bien con la lluvia, pero no puedo salir de casa y me estoy aburriendo 😒;1;46743.0;1312610263.0;mechi;todo bien con lluvia  pero no puedo salir casa estoy aburriendo  \U0001f612 
Hace toda la semana que espero para tomar sol con Karen. Llueve, tengo mucho sueño o ESTÁ NUBLADO TODO EL DÍA. 😤;0;57926.0;156827280.0;mechi;hace toda semana espero tomar sol con karen  llueve  tengo mucho sueño nublado todo dia   \U0001f624 
"@iaru_stinga AGARRA TU RELAMPAMIGO Y CANTA ESTA CANCIÓN!
PUTO TRUENO, TE VOY A COGER✊🏻";0;18440.0;8.417720912465347e+17;mechi; agarra relampamigo canta cancion  puto trueno  voy coger \u270a \U0001f3fb 
Y otra cosa mejor que la lluvia, ella 🐕💜. https://t.co/eCi3optNyE;0;3436.0;1107991182.0;mechi;y otra cosa mejor lluvia  ella  \U0001f415 \U0001f49c   
"Con casi 300 mm, Merlo fue la zona que más lluvias acumuló durante noviembre.
Más información ➡️ https://t.co/CRTXkSXjfo https://t.co/DcBqGaWGTQ";1;59522.0;449689648.0;mechi;con casi      merlo fue zona mas lluvias acumulo durante noviembre  mas informacion  \u27a1    
Bueno creo que cayó un rayo en mi patio mas o menos.;1;33345.0;947839237.0;mechi;bueno creo cayo rayo patio mas menos  
No estés sola en esta lluvia! 🎶🎧;0;56445.0;196362206.0;mechi;no estes sola lluvia   \U0001f3b6 \U0001f3a7 
perdi el celu en la lluvia eso por ir de la wuacha esa;0;74355.0;9.244958482134917e+17;mechi;perdi celu lluvia eso ir wuacha esa 
"El cielo está cansado ya de ver
La lluvia caer
Y cada día que pasa es uno más
Parecido a ayer
No encuentro forma a alguna de
Olvidarte porque
Seguir amándote es inevitable https://t.co/hrPK1w3RyO";0;10774.0;1357339885.0;mechi;el cielo cansado ya ver lluvia caer cada dia pasa uno mas parecido ayer no encuentro forma alguna olvidarte porque seguir amandote inevitable  
Que buena tormenta para dormir toda la tardeee;1;44664.0;346616359.0;mechi;que buena tormenta dormir toda tardeee 
Adivinen quién se va a dormir TERRIBLE siesta con esta hermosa lluvia? Si, yo.;1;51632.0;1.0012714055965614e+18;mechi;adivinen quien va dormir terrible siesta con hermosa lluvia  si  yo  
La lluvia nunca está de más;0;56953.0;172886945.0;mechi;la lluvia nunca mas 
Me cague de calor toda la mañana llego a mi casa y llueve, Sos joda?;1;44978.0;1.0494332892772844e+18;mechi;me cague calor toda mañana llego casa llueve  joda  
Jugadores del rayo Vallecano la patada más baja tiene que ser a la altura del cuello gracias;0;88328.0;3498516557.0;mechi;jugadores rayo vallecano patada mas baja tiene ser altura cuello gracias 
"Seguro para la lluvia de estrellas está nublado acá
Como siempre";0;59630.0;9.4037655403042e+17;mechi;seguro lluvia estrellas nublado aca como siempre 
Hanna no le tiene miedo a las bombas (solo se enoja porque sufre de otitis) y cuando hay tormentas QUIERE SALIR AFUERA (pero no le gusta mojarse). Si, tengo la perra más contradictoria que hay.;0;65177.0;186919742.0;mechi;hanna no tiene miedo bombas  solo enoja porque sufre otitis  cuando hay tormentas quiere salir afuera  pero no gusta mojarse   si  tengo perra mas contradictoria hay  
Un amigo me invitó a tomar  teres a la siesta, fui a la casa en el rayo del sol y el loco estaba re cara de orto, terminé tomando mates con la mamá y hablando al pedo hasta hace un rato;0;88223.0;906366097.0;mechi;un amigo invito tomar teres siesta  fui casa rayo sol loco estaba cara orto  termine tomando mates con mama hablando pedo hasta hace rato 
Porfavoor tormenta no me cortes la luzz🙏🏻🙏🏻;1;14995.0;9.265103786825851e+17;mechi;porfavoor tormenta no cortes luzz \U0001f64f \U0001f3fb \U0001f64f \U0001f3fb 
"#Donaciones
Nuestros compañer@s de la ciudad de San Justo están ayudando a los vecinos afectados por las lluvias. Desde @RBarriosdepie vamos a realizar una campaña provincial de donaciones para las familias afectadas en las distintas localidades de nuestra provincia. https://t.co/hyQtybkKZE";0;19991.0;9.892272769978204e+17;mechi; donaciones nuestros  ciudad san justo estan ayudando vecinos afectados lluvias  desde  vamos realizar campaña provincial donaciones familias afectadas distintas localidades nuestra provincia   
Odio tanto las tormentas 😢;0;65756.0;2562412375.0;mechi;odio tanto tormentas  \U0001f622 
Queria acampar mañana pero seguro llueve;0;105736.0;3033966736.0;mechi;queria acampar mañana pero seguro llueve 
@MatyBouchet Bueno ahora una ayudita para los del año que viene: Haganlo en noviembre así no les llueve porque hace varios años que venimos con mal clima jajajjaja;0;94920.0;2347581671.0;mechi; bueno ahora ayudita año viene  haganlo noviembre asi no llueve porque hace varios años venimos con mal clima  
Ni la lluvia los detiene....Felices en @#CarlosPaz #6WilliamMorris https://t.co/a3tsObls5h;0;36312.0;2167488619.0;mechi;ni lluvia detiene    felices    williammorris  
