msj_ort;TAG
la puta madre estos truenos orto yo no tengo quien abrazar  queria pedir forma sutil chongo ;1
hoy nada puede salir mal    hace asado con lluvia todo ;1
me puse alarma            obsesionada con lluvia estrellas estoy  tranquila suerte ;0
que linda lluvia estrellas  rompio lluvia estrellas  \u26c8  \u26c8  \u26c8  ;0
lluvia mierda    arruino jueves tranquila  ;1
que lluvia no corte asado jueves   ;0
porque llueve asi   ensima estoy sola novio trabajando  \U0001f62d ;1
  no paso aca  lluvia pone mimosos  \U0001f914 igual  aca rato pasa vuelvo normalidad  \U0001f923 \U0001f923 ;0
mi viejo estaba muy cariñoso  claro rayo moto asco  casi   años moto era lujo bien cuide pelotudo hizo poronga  quiero llorar agarrarlo con rebenque lomo  ;0
 ojala seria indirecta  llueve adentro real ;1
me gustando casi verano porque hace solo dia tremendo calor despues llueve baja temperatura varios dias seguidos yass ;0
siempre llueve apruebo  aguanta hasta mañana  ;0
 anuncian lluvia me parece  ;0
que linda cosa truenos lpm ;0
siempre empiezo dia tomar sol otro dia llueve ;0
de donde salio lluvia ;1
el ruido lluvia  \U0001f49b ;0
esta lluvia obligado dormir siesta no ir gimnasio ;1
llueve hay maraton harry potter  no muevo casa todo dia \U0001f44b ;1
alguien despierto tormenta  alguien conoce alguna emisora radio informe no ponga musica coño   quiero saber pasa con tormenta distintas partes aca  pero cordoba ;0
tormenta ya siento ;0
jamas superare miedo tormentas ;0
 aqui llueve desde    maso  dijeron zona sur cayeron piedras ;1
no voy poder ver lluvia estrellas  \U0001f616 ;0
como vas descender trueno concha madre ;0
llueve wacho  ;1
no saben feliz cuando llueve  \U0001f49a \U0001f60d  nada  queria contarlo  ;0
uh lindo llueve ;1
voy dejar decir  voy arrancar tomar sol porque siempre llueve chupala ;0
donde mierda viven llueve  porque aca no vi ni gota ;1
que hermosa lluvia   ;1
nada mas lindo jugar bajo lluvia con tus amigos   no importa edad ;0
amo dias lluvia culiada ;0
esta lluvia mierda no quiere parar  river no paran llorar    \U0001f3b5 ;1
llueve torrencial buenos aires    ;1
 no sabes   habia lluvia acida no podiamos descender nave  despues habia colonia humanos habitando   mayoria chinos    soñe toda produccion hollywoodense  ;0
tengo tanta suerte seguro mañana llueve posponen book segunda vez ;0
habia perrito solo calle traje casa tormenta  bueno ahora aca ando  sentada afuera con perrito mama no rete ;1
justo cuando estoy egresar llueve  \U0001f642 hasta queriendo egresarme valgo madres ;1
 lluvia viento prima  ;0
de sirve lluvia si va traer mas humedad vez frio  ;0
con lluvia tendria estar tapada hasta cabeza durmiendo no estudiando  \U0001f494 \U0001f494 \U0001f494 ;1
lindo entrenamientos lluvia \U0001f60d ;0
me levanto escucho lluvia como arma melodia golpeando chapas  lindo ;1
tenia    pintado con aerosol pecho  hoy despiste despues haber estado toda tarde rayo sol  ya deben estar imaginando pudo haber pasado    ;0
 deja llamar lluvia favor josefina  gracias  ;0
fuerte caida granizo distintas localidades cordoba  via  informativo ;1
necesito alguien quiera hacer algo aunque viviendo alta tormenta ;0
yo sabia si dia hay mucho sol otro dia significa llueve lpm ushuaia         ;0
    mañana bajo lluvia pero juega igual ;0
como odio tormentas  dan miedo lpm ;0
buen martes gente  lluvia lave toda mierda aquellos tengan  \U0001f4aa ;0
literal anoche no nos paro ni lluvia    seguimos bailando mientras llovia atr \U0001f602 \U0001f602 \U0001f602 ;1
por llueve tanto    si   \U0001f388 no llorar    ;0
con lluvia lindo encerrarnos dormir siesta juntos ;1
la lluvia \U0001f60d \u2764  ;1
te amo lluvia  toda vida quiero caminar abajo tuyo ;0
a    nos van dar charla esi despues haberlo pedido     veces  fav si cae granizo suceso inesperado ;0
muchas gracias  mencion nota  lluvias dejaron algunos anegamientos daños maiz granizo  via         ;1
muy linda lluvia pero ya pasa ser hartante ;1
y ahora   como olvido todo  como hago  si ella fue refugio tormenta ;0
sabes lindo fumarse algo despues lluvia ;1
es ilegal tener estudiar con lluvia bella \U0001f494 ;1
algo mas lindo dormir siesta con lluvia  ;0
 si falla rayo parto yo  das celos \U0001f595 \U0001f3fb ;0
ni pedo voy colegio con lluvia ;1
  no nos estan prometiendo lluvia    pongan pilas    ;0
mira linda tormenta dormirse todo ;1
suenan pastillas abuelo  tomo unos mates cae lluvia   linda mañana  ;1
la lluvia estrellas fue mejor paso semana  \U0001f64c ;0
me encanta no salimos nunca venado pero anoche con tormenta todo metimos tres bares hilo ;1
y como olvidar cuando salvador cayo rayo lado mientras grababa audio  ;0
y das cuenta dias noches lluvia    extrañas aun mas         november          likeitup  likeit  likes  liker  pic  picoftheday  likeme  photography  photo \u2026  ;0
aca casa cuchi  con sueño no poder irme con lluvia ;1
que      pare lluvia asi voy veo ;1
porque despues rayo  viene trueno  cachica cachicaaa ;0
 sale sale  caiga piedra truenos ;1
me tengo ir bañar estoy modo muerto escuchando musica otro puso sola tambien sintiendo como llueve cada vez mas  \U0001f926 \u200d \u2640  \U0001f926 \u200d \u2640  divino todo  ;1
con lluvia voy dedicar noche guitarra ;1
frente tormenta santa fe  ;0
 tambien agarro lluvia  \U0001f605 \U0001f602 no vendas ;0
que paja estemos   noviembre todavia lluvia verga no poder limpiar pileta ;1
cosa linda ruido lluvia ese olor tierra mojada ;1
me desperte   lluvia ahora no cae gota agua ;0
autopista rosario santa fe  registran lluvias variada intensidad todo corredor  ;0
mi perro ama lluvia  \U0001f60d \U0001f602 ;0
me junte desayunar con amiga  creo va venir tornado ;0
voy tener    años voy seguir teniendo miedo tormentas  basta  ;0
que presta dia lluvia  ;0
esta lluvia amerita smirnof porro netflix ;1
lluvia estas obligando faltar ;1
la agarro lluvia alberti  regalo cielo ;0
 con razon lluvia  ;1
hermosa lluvia ;1
si pega bajon si domingos  con lluvia imaginate ;0
fav si alguien mas llorando truenos ;1
hay perrito llorando desde hoy no donde desespera no saberlo porque no si paso algo bajo lluvia quiero llorar     ;1
ya escucho esos truenos  ya pienso siesta  \U0001f608 ;1
 esa hora lluvia      pero nublado  \U0001f62d \U0001f62d ;0
lunes   ni lluvia nos cordoba  argentina  ;0
 hola  estamos recolectando informacion sobre eventos severos proyecto internacional  relampago     granizo fue abundante  dejamos tambien formulario  puedan completar si encuentran con algun evento severo   ;0
 anda caminar nueva cordoba dia lluvia lpm ;0
tendria ser ilegal trabajar con lluvia   \U0001f622 ;0
por momento encontrarnos  llego entre tormenta ;0
vi pronostico mañana llueve adios fui pegar tiro ;0
la lluvia acompaña fondo  \U0001f4da \U0001f4d6 \u26c8 ;0
alguien diga hora lluvia estrellas     ;0
al fin lluvia concha madre ;1
odio dejen sola cuando llueve asi  \U0001f92f \U0001f92f ;0
 yo no defiendo    grados  hasta    grados     humedad banco parada  ese limite  igual cualquier cosa mejor semana lluvia seguida  ;0
sono trueno hiper fuerte grite  \u201c mama \u201d mismo tiempo viene hija corriendo    mira bebe  no si asustaste tambien pero claramente yo no puedo ayudar \U0001f926 \U0001f3fb \u200d \u2640  ;0
 \U0001f3b6 ni lluvia frena bailarines si zamba llama  \U0001f483 \U0001f57a \u2728  edicion    festival      jesus maria  color coraje  zamba  ;0
no nos vemos hace como mes  grupo ni habla ni aparece  habiamos quedado comer algo hoy dice no puede lluvia  \U0001f914  mal ahi triana  \U0001f44b \U0001f44b \U0001f44b ;0
lluvia novio  mas quiero  \U0001f60d ;1
con ruido lluvia     ;1
buen dia  mañana fresca nublada sobre  rio tercero zona  luego lluvia madrugada   ;0
perdon si viene tormenta  fue primer dia laboral ;0
dale lluvia largate ;0
se viene tremenda tormenta dormir ;0
rayos  van decir marica pero tengo miedo  \U0001f61e \U0001f631 desde chico ;0
que linda lluvia hacer todo ;1
mañana si llueve no voy escuela  canse ir no vaya nadie ;0
justo hoy iba retirar libreta llueve \U0001f602  ;0
 pero vaya llover hoy como noche sabado  eso no dije  dificil cuantificar esa lluvia porque sera origen convectivo tormentas desarrollan momento aisladas  ;0
cordoba  viernes con probabilidad tormentas ascenso temperatura  ;0
ese temblor queda cielo  viejo amo tormentas asi ;1
viendo lluvia estrellas con hermanito amo ;0
ese abajo lluvia no falla nunca ;1
 si  necesite lluvia anoche  \U0001f61e \U0001f622 no fue mismo sin ti ;0
            muy lindo puedan disfrutar deporte menos mal fue ayer hoy llueve cantaros ;0
con lluvia todo nos quedamos con pibes afuera tomando coca ;1
 tormentas fuertes algunas puntualmente severas con rafagas posible granizo         ;0
y si nos juntamos ver lluvia estrellas mientras tanto hablo como apasiona universo  ;0
lluvia  rojo skere ;0
que hijo mil puta rayo moto  si llego enterar quien fue lindo va ir    ;0
que lindo dormir con lluvia    si pudiera dormir insomnio concha madre ;1
amo dormir escuchando lluvia fondo ;1
esta noche hay lluvia estrellas cumplimos    meses no  \U0001f494 \U0001f62b ;0
roldan     dic             grupo pasa vigilancia normal  entramos mejora temporaria  seguiremos con algunas lluvias  probables tormentas nuevamente durante tarde noche  mejoran condiciones durante     ;0
gracias lluvia  rendire semana viene ;1
con cantidad rayos estan cayendo  alimentamos energia medio mundo ;1
la lluvia zafar vela  \U0001f60d \U0001f60d ;0
si hay algo mas hermoso estar acostado escuchando fondo sonido lluvia no quiero saberlo ;1
bendita lluvia  \U0001f60d ;1
lluvia estrellas  amor zayn  dios  preciosa noche   argentinalistenstoicarusfalls ;0
desconecto rato veo criticaron  ojala ni nos hubiesemos preocupado lluvia ni baile no cobrariamos miseria vamos cobrar cara salio esa carpa  desagradecidos mierda odio ;0
pero linda lluvia  \U0001f60d ;1
  bien muy bien  pasando calor lluvias estos lados  ojala finde normal  abrazo grande  buen regreso  ;0
   quien tan pedo sacar esos audios siempre hay tormenta  ;0
si hay algo alguien alla arriba apiade todas esas familias ya tienen agua casas pare lluvia favor  \U0001f623 ;1
sorry pero tormenta no gusta nada;1
 aca zona mucho campo aun no llueve  estan esperando  pero tienen miedo llueva mucho poco tiempo planche suelo ;0
abriste paraguas antes papito  sabias venia lluvia  ;0
me alta risa quejen esa plaza orto cuando pintada seguro va con lluvia sino seguro limpian  encanta verlos llorar varones ;0
entre lluvia fondo esa playlist resisti despierto   \U0001f634 \U0001f634 \U0001f634 \u26c8 \u26c8 ;1
me cago lluvia   ;1
que linda lluvia dormir siesta va como  \U0001f44a ;1
 caza tormentas  presenta area material avion proyecto  relampago cacti   publicado telediario digital     ;0
fue noticia proximos dias podra verse geminidas  gran lluvia estrellas  ;0
que hermosa lluvia estar viajando  \U0001f328  \u2764  ;1
entienden ya tenia pileta lista mañana  vino alta tormenta  hablame suerte \U0001f602 ;1
 hago lluvia birra tiro pileta abajo  lluvia real  chupen ;1
rayos necesito abrazo roshmery  \U0001f62d \U0001f62d \U0001f62d \U0001f62d ;0
lo mejor podia pasar final era jugarla con lluvia  maten vez ;0
hermosa lluvia  pero falta algo   ah helado deje freezer ;1
nada mas lindo dormir con ruido lluvia ruido ventilador     \U0001f61a ;1
pero lluvia mierda ;1
a nomas gusta salir casa cuando llueve ;0
me puse ver serie  empezo tormenta  papa desenchufo router no pude ver mas  paro tormenta mas media hora  enchufe router  puse ver serie nuevo  tormenta nuevo  universo conspira no vea serie  \U0001f612 ;0
ganas dormir abrazado con lluvia  ;1
no quiero imaginar con lluvia como deben estar calles llenas pozos castex nunca arreglaron no van arreglar re puta vida ;1
que asco tener fumarme calor todo dia despues lluvia dure   minutos  ;0
vamos dormi siesta con lluvia enviar ;1
aqui adentro siempre llueve  ;0
camine bajo lluvia  agua cayendo tan solo pensamiento bella imagen quedo solo como peregrino quise dar luz sombra cesara diluvio habia tenido imaginacion    ;0
que hermoso fue jugar bajo lluvia \U0001f60d \U0001f3d1 ;0
estoy desvelado esperandola vidal con campera uniqlo botas hunter lluvia recorriendo conurbano    \u201c cara catequista \u201d hipocrita               ;0
 \U0001f327 recomendaciones tormentas fuertes  rosario region  \u23e9  recorda denunciar inconvenientes podes llamar linea gratuita     defensa civil  \U0001f4de  ;0
 no sabes llueve    ;1
amo lluvia  \U0001f60d ;0
nadie nota mis lagrimas cuando mezclan entre lluvia ;0
como anuncian lluvia finde     ;0
ultimamente tormentas estan mas fuerte ella ;0
a hora empiezan historias estados con descargas tormenta  ;0
supuestamente hoy terminaba limpiar armaba pileta  lluvia andate puta pario  ;1
me  tormenta electrica  \U0001f308 \u2604  \U0001f49c \U0001f49a \U0001f498 \U0001f495 \U0001f498 \U0001f49c \U0001f49a \U0001f49c \U0001f49a \U0001f60d \U0001f60d \U0001f60d si cae rayo estoy sola  hola mama  estoy yendo dormir con ustedes ;1
es pedo salir con lluvia ;1
pero como hizo saltar para arriba primer rayo cayo  ;1
gente yo estaba bombonera ese momento no podia jugar  pero suspendieron dos horas antes    ahora ya no llueve mas  \U0001f926 \u200d \u2640  ;1
 clima   datos lluvias  metileo cayeron    milimetros     gt  lee nota completa     gt    ;0
por que llueve tanto lpm ;1
nunca voy dejar tener miedo truenos  \U0001f62d \U0001f62d \U0001f62d ;0
 hola      ;0
aca  mamada  comiendo pizza escuchando lluvia  ;1
que lluvia mierda  dia semana no hay ni puta nube hoy sabado viene mundo abajo \U0001f621 \U0001f621 \U0001f621 ;0
anoche tormenta tiro arbol vereda casa  tormenta llevas  llevame ;0
y lluvia estrellas   ;0
osea vine cardiologo hace dias no consigo turno  dicen viene fuerte tormenta hasta ahora  pero no  yo vengo igual ya veo no pasa nada muero no tener mis medicamentos ;0
dormir con lluvia \U0001f60d ;0
creo viene tormenta ;0
tremenda tormenta electrica ;1
 todo queda semana llueve no se si otra tambien  no llego estar asi  ;0
ni lluvia digo   ;0
me estaba decidiendo ir cordoba hoy vino tormenta triunfando siempre ;1
yo queria ver lluvia estrellas  pero tormenta arruino ;0
con todo lloro  vez lluvia inunde ciudad  voy inundar yo ;0
ojala hermosa tormenta llene tanque algunos     ;0
quiero casarme con lluvia hermosa  puede   ;0
necesito botas lluvia  proximo compra ;0
la lluvia puso limpiar ;1
 asi sera    fe  paciencia lluvia bendiciones    abrazo beso distancia ;0
soñe vino lluvia primero salve fue play  encima peor habia mojado  \U0001f494 ;0
acaba pasar tornado san francisco  novio no contesta  no llegan mensajes  nivel desesperacion                     ;0
por oeste ven relampagos creo     horas tenemos capital tormenta ;1
lluvia linda \u2764  ;1
hace cuanto no tenia miedo tormenta  \U0001f623 ;0
 mañana tambien llueve ;0
una hermosa lluvia yo sin ti   \U0001f61e ;0
 brujas temen tormentas   ;0
lluvia forra podes ir parando ;0
llueve no llueve  ;0
llueve  hija con amigas lavaron ropa noche    hdp prendieron calefactor secarla    no pueden ser mas wachas  nos estamos muriendo    \U0001f648 \U0001f602 \U0001f602 \U0001f602 \U0001f602 ;0
entrenando camino santiago aprovechando hoy no llueve  hasta ahora     vamos aumentando distancia hasta ahora cuerpo banca  argentinos camino \u2026  ;0
la lluvia  auriculares cama \U0001f497 ;1
ese trueno no terminaba mas ;1
esta lluvia todo  menos trabajar ;1
dios parece va venir estacion encima  \U0001f61f pedazo tormenta ;1
que linda lluvia loco  imposible enojarme con ella  \u2665  ;0
lluvia estrellas male sal  \U0001f644 ;0
lluvia     \u2661 \U0001f327 ;1
la lluvia indicando tengo ir dormir  ;1
[           ]   ya voy abrazo con lluvia ;0
que fea tormenta   terror  \U0001f611 ;1
que linda lluvia a ;1
lluvia \U0001f60d \U0001f60d ;1
ni enterado lluvia  ;1
cuando hoy abri mis bellos ojos recibir nuevo dia no sabia iba tener tanta accion loco nos agarro huracan  lluvia  piedras centro tarde    despues misa   hs nos encontramos con manifestacion feminista armo ttonti ;0
